School,Year,Round
arizona-state,2014.0,4.0
arizona-state,2014.0,6.0
arizona-state,2012.0,2.0
arizona-state,2012.0,4.0
arizona,2021.0,6.0
arizona,2021.0,6.0
arizona,2019.0,7.0
arizona,2018.0,5.0
arizona,2016.0,6.0
arizona,2016.0,7.0
arizona,2014.0,4.0
arizona,2014.0,5.0
arizona,2014.0,6.0
arizona,2012.0,3.0
arizona,2012.0,5.0
arizona,2012.0,7.0
california,2021.0,4.0
california,2020.0,3.0
california,2020.0,4.0
california,2020.0,6.0
california,2018.0,7.0
california,2018.0,7.0
california,2017.0,3.0
california,2017.0,4.0
california,2017.0,7.0
california,2016.0,1.0
california,2016.0,5.0
california,2016.0,7.0
california,2016.0,7.0
california,2014.0,3.0
california,2014.0,4.0
california,2013.0,3.0
california,2013.0,4.0
california,2013.0,5.0
california,2013.0,7.0
california,2012.0,2.0
california,2012.0,2.0
california,2012.0,3.0
california,2012.0,5.0
california,2012.0,7.0
california,2012.0,7.0
colorado,2021.0,6.0
colorado,2020.0,2.0
colorado,2020.0,3.0
colorado,2020.0,7.0
colorado,2019.0,6.0
colorado,2018.0,2.0
colorado,2017.0,2.0
colorado,2017.0,3.0
colorado,2017.0,4.0
colorado,2017.0,7.0
colorado,2014.0,2.0
colorado,2013.0,4.0
colorado,2013.0,6.0
colorado,2012.0,5.0
colorado,2012.0,7.0
oregon,2021.0,1.0
oregon,2021.0,2.0
oregon,2021.0,5.0
oregon,2021.0,6.0
oregon,2021.0,6.0
oregon,2020.0,1.0
oregon,2020.0,4.0
oregon,2020.0,5.0
oregon,2020.0,6.0
oregon,2019.0,4.0
oregon,2019.0,5.0
oregon,2019.0,7.0
oregon,2019.0,7.0
oregon,2018.0,3.0
oregon,2018.0,5.0
oregon,2016.0,1.0
oregon,2016.0,7.0
oregon,2015.0,1.0
oregon,2015.0,1.0
oregon,2015.0,2.0
oregon,2015.0,3.0
oregon,2015.0,7.0
oregon,2014.0,3.0
oregon,2014.0,4.0
oregon,2014.0,5.0
oregon,2014.0,7.0
oregon,2013.0,1.0
oregon,2013.0,1.0
oregon,2013.0,2.0
oregon,2013.0,6.0
oregon,2013.0,6.0
oregon,2012.0,2.0
oregon,2012.0,5.0
oregon,2012.0,6.0
oregon,2012.0,7.0
oregon-state,2021.0,3.0
oregon-state,2021.0,7.0
oregon-state,2020.0,6.0
oregon-state,2020.0,6.0
oregon-state,2020.0,6.0
oregon-state,2017.0,4.0
oregon-state,2017.0,5.0
oregon-state,2016.0,3.0
oregon-state,2015.0,3.0
oregon-state,2015.0,3.0
oregon-state,2015.0,5.0
oregon-state,2015.0,6.0
oregon-state,2015.0,7.0
oregon-state,2014.0,1.0
oregon-state,2014.0,3.0
oregon-state,2013.0,3.0
oregon-state,2013.0,7.0
oregon-state,2012.0,3.0
stanford,2021.0,2.0
stanford,2021.0,3.0
stanford,2021.0,3.0
stanford,2021.0,4.0
stanford,2021.0,5.0
stanford,2020.0,4.0
stanford,2020.0,7.0
stanford,2019.0,2.0
stanford,2019.0,3.0
stanford,2019.0,4.0
stanford,2019.0,5.0
stanford,2019.0,6.0
stanford,2018.0,3.0
stanford,2018.0,3.0
stanford,2018.0,4.0
stanford,2018.0,6.0
stanford,2017.0,1.0
stanford,2017.0,1.0
stanford,2016.0,1.0
stanford,2016.0,3.0
stanford,2016.0,4.0
stanford,2016.0,5.0
stanford,2016.0,6.0
stanford,2015.0,1.0
stanford,2015.0,2.0
stanford,2015.0,3.0
stanford,2015.0,3.0
stanford,2015.0,3.0
stanford,2015.0,5.0
stanford,2014.0,2.0
stanford,2014.0,4.0
stanford,2014.0,5.0
stanford,2014.0,5.0
stanford,2014.0,6.0
stanford,2014.0,7.0
stanford,2013.0,2.0
stanford,2013.0,4.0
stanford,2013.0,5.0
stanford,2012.0,1.0
stanford,2012.0,1.0
stanford,2012.0,2.0
stanford,2012.0,2.0
ucla,2021.0,3.0
ucla,2021.0,6.0
ucla,2020.0,3.0
ucla,2020.0,4.0
ucla,2020.0,4.0
ucla,2019.0,7.0
ucla,2018.0,1.0
ucla,2018.0,1.0
ucla,2018.0,4.0
ucla,2018.0,5.0
ucla,2018.0,5.0
ucla,2017.0,1.0
ucla,2017.0,3.0
ucla,2017.0,3.0
ucla,2017.0,5.0
ucla,2017.0,6.0
ucla,2016.0,1.0
ucla,2016.0,2.0
ucla,2016.0,5.0
ucla,2016.0,5.0
ucla,2016.0,5.0
ucla,2016.0,7.0
ucla,2016.0,7.0
ucla,2016.0,7.0
ucla,2015.0,2.0
ucla,2015.0,3.0
ucla,2015.0,5.0
ucla,2014.0,1.0
ucla,2014.0,2.0
ucla,2014.0,4.0
ucla,2014.0,4.0
ucla,2014.0,6.0
ucla,2013.0,1.0
ucla,2013.0,4.0
ucla,2013.0,5.0
ucla,2013.0,6.0
usc,2021.0,1.0
usc,2021.0,4.0
usc,2021.0,4.0
usc,2021.0,5.0
usc,2021.0,6.0
usc,2020.0,1.0
usc,2020.0,2.0
usc,2019.0,3.0
usc,2019.0,4.0
usc,2019.0,5.0
usc,2019.0,5.0
usc,2018.0,1.0
usc,2018.0,2.0
usc,2018.0,2.0
usc,2018.0,3.0
usc,2017.0,1.0
usc,2017.0,2.0
usc,2017.0,4.0
usc,2017.0,6.0
usc,2017.0,7.0
usc,2016.0,2.0
usc,2016.0,3.0
usc,2016.0,3.0
usc,2016.0,6.0
usc,2015.0,1.0
usc,2015.0,1.0
usc,2015.0,4.0
usc,2015.0,4.0
usc,2015.0,6.0
usc,2015.0,7.0
usc,2014.0,2.0
usc,2014.0,3.0
usc,2014.0,5.0
usc,2013.0,2.0
usc,2013.0,3.0
usc,2013.0,4.0
usc,2013.0,4.0
usc,2012.0,1.0
usc,2012.0,1.0
usc,2012.0,4.0
utah,2020.0,2.0
utah,2020.0,3.0
utah,2020.0,3.0
utah,2020.0,3.0
utah,2020.0,4.0
utah,2020.0,5.0
utah,2020.0,6.0
utah,2019.0,2.0
utah,2019.0,3.0
utah,2019.0,4.0
utah,2019.0,5.0
utah,2019.0,7.0
utah,2018.0,6.0
utah,2017.0,1.0
utah,2017.0,2.0
utah,2017.0,4.0
utah,2017.0,5.0
utah,2017.0,5.0
utah,2017.0,5.0
utah,2017.0,6.0
utah,2017.0,6.0
utah,2016.0,4.0
utah,2015.0,2.0
utah,2015.0,2.0
utah,2015.0,3.0
utah,2015.0,6.0
utah,2014.0,4.0
utah,2014.0,7.0
utah,2013.0,1.0
utah,2013.0,7.0
utah,2012.0,3.0
washington,2021.0,1.0
washington,2021.0,2.0
washington,2021.0,3.0
washington,2021.0,5.0
washington,2020.0,4.0
washington,2020.0,5.0
washington,2019.0,1.0
washington,2019.0,2.0
washington,2019.0,2.0
washington,2019.0,2.0
washington,2019.0,4.0
washington,2019.0,5.0
washington,2019.0,5.0
washington,2019.0,7.0
washington,2018.0,1.0
washington,2018.0,2.0
washington,2018.0,4.0
washington,2018.0,6.0
washington,2018.0,6.0
washington,2017.0,1.0
washington,2017.0,2.0
washington,2017.0,2.0
washington,2017.0,2.0
washington,2017.0,6.0
washington,2016.0,6.0
washington,2016.0,7.0
washington,2015.0,1.0
washington,2015.0,1.0
washington,2015.0,1.0
washington,2015.0,2.0
washington,2014.0,2.0
washington,2014.0,2.0
washington,2013.0,1.0
washington,2012.0,4.0
washington,2012.0,5.0
washington-state,2020.0,6.0
washington-state,2019.0,1.0
washington-state,2019.0,6.0
washington-state,2018.0,5.0
washington-state,2018.0,6.0
washington-state,2017.0,7.0
washington-state,2016.0,5.0
washington-state,2015.0,3.0
washington-state,2015.0,4.0
washington-state,2014.0,1.0
washington-state,2013.0,7.0
alabama,2021.0,1.0
alabama,2021.0,1.0
alabama,2021.0,1.0
alabama,2021.0,1.0
alabama,2021.0,1.0
alabama,2021.0,1.0
alabama,2021.0,2.0
alabama,2021.0,2.0
alabama,2021.0,6.0
alabama,2021.0,6.0
alabama,2020.0,1.0
alabama,2020.0,1.0
alabama,2020.0,1.0
alabama,2020.0,1.0
alabama,2020.0,2.0
alabama,2020.0,2.0
alabama,2020.0,2.0
alabama,2020.0,3.0
alabama,2020.0,3.0
alabama,2019.0,1.0
alabama,2019.0,1.0
alabama,2019.0,1.0
alabama,2019.0,2.0
alabama,2019.0,3.0
alabama,2019.0,4.0
alabama,2019.0,5.0
alabama,2019.0,5.0
alabama,2019.0,5.0
alabama,2019.0,6.0
alabama,2018.0,1.0
alabama,2018.0,1.0
alabama,2018.0,1.0
alabama,2018.0,1.0
alabama,2018.0,3.0
alabama,2018.0,4.0
alabama,2018.0,4.0
alabama,2018.0,5.0
alabama,2018.0,6.0
alabama,2018.0,6.0
alabama,2018.0,7.0
alabama,2018.0,7.0
alabama,2017.0,1.0
alabama,2017.0,1.0
alabama,2017.0,1.0
alabama,2017.0,1.0
alabama,2017.0,2.0
alabama,2017.0,2.0
alabama,2017.0,2.0
alabama,2017.0,3.0
alabama,2017.0,3.0
alabama,2017.0,4.0
alabama,2016.0,1.0
alabama,2016.0,2.0
alabama,2016.0,2.0
alabama,2016.0,2.0
alabama,2016.0,2.0
alabama,2016.0,2.0
alabama,2016.0,3.0
alabama,2015.0,1.0
alabama,2015.0,2.0
alabama,2015.0,2.0
alabama,2015.0,4.0
alabama,2015.0,4.0
alabama,2015.0,7.0
alabama,2015.0,7.0
alabama,2014.0,1.0
alabama,2014.0,1.0
alabama,2014.0,2.0
alabama,2014.0,4.0
alabama,2014.0,5.0
alabama,2014.0,5.0
alabama,2014.0,5.0
alabama,2014.0,6.0
alabama,2013.0,1.0
alabama,2013.0,1.0
alabama,2013.0,1.0
alabama,2013.0,2.0
alabama,2013.0,4.0
alabama,2013.0,4.0
alabama,2013.0,5.0
alabama,2013.0,5.0
alabama,2013.0,7.0
alabama,2012.0,1.0
alabama,2012.0,1.0
alabama,2012.0,1.0
alabama,2012.0,1.0
alabama,2012.0,2.0
alabama,2012.0,5.0
alabama,2012.0,5.0
alabama,2012.0,7.0
arkansas,2021.0,6.0
arkansas,2020.0,3.0
arkansas,2020.0,7.0
arkansas,2019.0,4.0
arkansas,2019.0,5.0
arkansas,2019.0,6.0
arkansas,2018.0,1.0
arkansas,2018.0,7.0
arkansas,2017.0,4.0
arkansas,2017.0,5.0
arkansas,2017.0,6.0
arkansas,2016.0,2.0
arkansas,2016.0,5.0
arkansas,2016.0,5.0
arkansas,2016.0,6.0
arkansas,2016.0,6.0
arkansas,2015.0,4.0
arkansas,2015.0,5.0
arkansas,2015.0,6.0
arkansas,2015.0,6.0
arkansas,2015.0,6.0
arkansas,2014.0,3.0
arkansas,2014.0,5.0
arkansas,2014.0,7.0
arkansas,2014.0,7.0
arkansas,2013.0,3.0
arkansas,2013.0,4.0
arkansas,2013.0,6.0
arkansas,2013.0,7.0
arkansas,2012.0,3.0
arkansas,2012.0,4.0
arkansas,2012.0,4.0
arkansas,2012.0,4.0
auburn,2021.0,3.0
auburn,2021.0,5.0
auburn,2021.0,5.0
auburn,2021.0,6.0
auburn,2020.0,1.0
auburn,2020.0,1.0
auburn,2020.0,2.0
auburn,2020.0,4.0
auburn,2020.0,5.0
auburn,2020.0,6.0
auburn,2019.0,3.0
auburn,2019.0,4.0
auburn,2019.0,5.0
auburn,2019.0,6.0
auburn,2019.0,7.0
auburn,2019.0,7.0
auburn,2018.0,2.0
auburn,2018.0,2.0
auburn,2018.0,2.0
auburn,2018.0,5.0
auburn,2017.0,3.0
auburn,2017.0,4.0
auburn,2017.0,6.0
auburn,2017.0,7.0
auburn,2016.0,3.0
auburn,2016.0,4.0
auburn,2016.0,6.0
auburn,2015.0,3.0
auburn,2015.0,4.0
auburn,2015.0,4.0
auburn,2015.0,5.0
auburn,2015.0,5.0
auburn,2014.0,1.0
auburn,2014.0,1.0
auburn,2014.0,3.0
auburn,2014.0,6.0
auburn,2013.0,3.0
auburn,2012.0,4.0
florida,2021.0,1.0
florida,2021.0,1.0
florida,2021.0,2.0
florida,2021.0,4.0
florida,2021.0,5.0
florida,2021.0,5.0
florida,2021.0,5.0
florida,2021.0,6.0
florida,2020.0,1.0
florida,2020.0,2.0
florida,2020.0,3.0
florida,2020.0,3.0
florida,2020.0,4.0
florida,2020.0,6.0
florida,2020.0,7.0
florida,2019.0,2.0
florida,2019.0,3.0
florida,2019.0,4.0
florida,2019.0,5.0
florida,2019.0,5.0
florida,2018.0,1.0
florida,2018.0,2.0
florida,2018.0,4.0
florida,2018.0,5.0
florida,2018.0,6.0
florida,2017.0,1.0
florida,2017.0,2.0
florida,2017.0,2.0
florida,2017.0,2.0
florida,2017.0,3.0
florida,2017.0,4.0
florida,2017.0,6.0
florida,2017.0,7.0
florida,2016.0,1.0
florida,2016.0,1.0
florida,2016.0,3.0
florida,2016.0,4.0
florida,2016.0,4.0
florida,2016.0,6.0
florida,2016.0,7.0
florida,2015.0,1.0
florida,2015.0,1.0
florida,2015.0,3.0
florida,2015.0,3.0
florida,2015.0,4.0
florida,2015.0,5.0
florida,2015.0,7.0
florida,2014.0,1.0
florida,2014.0,4.0
florida,2014.0,5.0
florida,2014.0,6.0
florida,2013.0,1.0
florida,2013.0,1.0
florida,2013.0,2.0
florida,2013.0,3.0
florida,2013.0,4.0
florida,2013.0,5.0
florida,2013.0,5.0
florida,2013.0,6.0
florida,2012.0,4.0
florida,2012.0,5.0
georgia,2021.0,1.0
georgia,2021.0,2.0
georgia,2021.0,2.0
georgia,2021.0,3.0
georgia,2021.0,3.0
georgia,2021.0,3.0
georgia,2021.0,5.0
georgia,2021.0,6.0
georgia,2021.0,7.0
georgia,2020.0,1.0
georgia,2020.0,1.0
georgia,2020.0,2.0
georgia,2020.0,4.0
georgia,2020.0,5.0
georgia,2020.0,6.0
georgia,2020.0,7.0
georgia,2019.0,1.0
georgia,2019.0,2.0
georgia,2019.0,4.0
georgia,2019.0,5.0
georgia,2019.0,6.0
georgia,2019.0,7.0
georgia,2019.0,7.0
georgia,2018.0,1.0
georgia,2018.0,1.0
georgia,2018.0,1.0
georgia,2018.0,2.0
georgia,2018.0,3.0
georgia,2018.0,7.0
georgia,2017.0,5.0
georgia,2016.0,1.0
georgia,2016.0,3.0
georgia,2016.0,4.0
georgia,2016.0,5.0
georgia,2016.0,7.0
georgia,2015.0,1.0
georgia,2015.0,3.0
georgia,2015.0,4.0
georgia,2015.0,5.0
georgia,2015.0,6.0
georgia,2014.0,5.0
georgia,2014.0,5.0
georgia,2013.0,1.0
georgia,2013.0,1.0
georgia,2013.0,3.0
georgia,2013.0,3.0
georgia,2013.0,5.0
georgia,2013.0,5.0
georgia,2013.0,6.0
georgia,2013.0,6.0
georgia,2012.0,2.0
georgia,2012.0,4.0
georgia,2012.0,4.0
georgia,2012.0,4.0
georgia,2012.0,6.0
georgia,2012.0,7.0
georgia,2012.0,7.0
kentucky,2021.0,1.0
kentucky,2021.0,2.0
kentucky,2021.0,6.0
kentucky,2021.0,6.0
kentucky,2021.0,6.0
kentucky,2021.0,7.0
kentucky,2020.0,3.0
kentucky,2020.0,4.0
kentucky,2019.0,1.0
kentucky,2019.0,2.0
kentucky,2019.0,3.0
kentucky,2019.0,4.0
kentucky,2019.0,7.0
kentucky,2016.0,6.0
kentucky,2015.0,1.0
kentucky,2015.0,4.0
kentucky,2014.0,5.0
kentucky,2013.0,3.0
kentucky,2012.0,6.0
kentucky,2012.0,6.0
lsu,2021.0,1.0
lsu,2021.0,2.0
lsu,2021.0,4.0
lsu,2021.0,4.0
lsu,2021.0,6.0
lsu,2021.0,6.0
lsu,2021.0,7.0
lsu,2020.0,1.0
lsu,2020.0,1.0
lsu,2020.0,1.0
lsu,2020.0,1.0
lsu,2020.0,1.0
lsu,2020.0,2.0
lsu,2020.0,2.0
lsu,2020.0,3.0
lsu,2020.0,3.0
lsu,2020.0,3.0
lsu,2020.0,4.0
lsu,2020.0,4.0
lsu,2020.0,6.0
lsu,2020.0,7.0
lsu,2019.0,1.0
lsu,2019.0,2.0
lsu,2019.0,4.0
lsu,2018.0,2.0
lsu,2018.0,2.0
lsu,2018.0,2.0
lsu,2018.0,3.0
lsu,2018.0,6.0
lsu,2018.0,7.0
lsu,2018.0,7.0
lsu,2017.0,1.0
lsu,2017.0,1.0
lsu,2017.0,1.0
lsu,2017.0,2.0
lsu,2017.0,3.0
lsu,2017.0,3.0
lsu,2017.0,5.0
lsu,2017.0,7.0
lsu,2016.0,2.0
lsu,2016.0,4.0
lsu,2016.0,4.0
lsu,2016.0,7.0
lsu,2016.0,7.0
lsu,2015.0,2.0
lsu,2015.0,3.0
lsu,2015.0,4.0
lsu,2015.0,7.0
lsu,2014.0,1.0
lsu,2014.0,2.0
lsu,2014.0,2.0
lsu,2014.0,2.0
lsu,2014.0,3.0
lsu,2014.0,5.0
lsu,2014.0,6.0
lsu,2014.0,6.0
lsu,2014.0,7.0
lsu,2013.0,1.0
lsu,2013.0,1.0
lsu,2013.0,2.0
lsu,2013.0,3.0
lsu,2013.0,3.0
lsu,2013.0,3.0
lsu,2013.0,5.0
lsu,2013.0,5.0
lsu,2013.0,6.0
lsu,2012.0,1.0
lsu,2012.0,1.0
lsu,2012.0,2.0
lsu,2012.0,3.0
lsu,2012.0,4.0
mississippi-state,2021.0,7.0
mississippi-state,2021.0,7.0
mississippi-state,2020.0,2.0
mississippi-state,2020.0,3.0
mississippi-state,2020.0,3.0
mississippi-state,2020.0,7.0
mississippi-state,2020.0,7.0
mississippi-state,2019.0,1.0
mississippi-state,2019.0,1.0
mississippi-state,2019.0,1.0
mississippi-state,2019.0,2.0
mississippi-state,2019.0,6.0
mississippi-state,2018.0,3.0
mississippi-state,2018.0,6.0
mississippi-state,2018.0,7.0
mississippi-state,2018.0,7.0
mississippi-state,2017.0,6.0
mississippi-state,2016.0,2.0
mississippi-state,2016.0,3.0
mississippi-state,2016.0,4.0
mississippi-state,2015.0,2.0
mississippi-state,2015.0,2.0
mississippi-state,2015.0,6.0
mississippi-state,2015.0,6.0
mississippi-state,2015.0,6.0
mississippi-state,2014.0,3.0
mississippi-state,2013.0,2.0
mississippi-state,2013.0,2.0
mississippi-state,2013.0,5.0
mississippi-state,2012.0,1.0
mississippi-state,2012.0,5.0
mississippi-state,2012.0,6.0
missouri,2021.0,2.0
missouri,2021.0,4.0
missouri,2021.0,5.0
missouri,2021.0,6.0
missouri,2021.0,6.0
missouri,2020.0,3.0
missouri,2020.0,4.0
missouri,2019.0,2.0
missouri,2019.0,7.0
missouri,2018.0,4.0
missouri,2017.0,1.0
missouri,2016.0,4.0
missouri,2016.0,5.0
missouri,2016.0,5.0
missouri,2015.0,1.0
missouri,2015.0,2.0
missouri,2015.0,2.0
missouri,2015.0,6.0
missouri,2015.0,7.0
missouri,2014.0,2.0
missouri,2014.0,2.0
missouri,2014.0,6.0
missouri,2014.0,7.0
missouri,2013.0,1.0
missouri,2013.0,3.0
missouri,2012.0,3.0
ole-miss,2021.0,2.0
ole-miss,2021.0,4.0
ole-miss,2019.0,2.0
ole-miss,2019.0,2.0
ole-miss,2019.0,2.0
ole-miss,2019.0,3.0
ole-miss,2019.0,7.0
ole-miss,2019.0,7.0
ole-miss,2018.0,2.0
ole-miss,2018.0,4.0
ole-miss,2018.0,5.0
ole-miss,2018.0,7.0
ole-miss,2017.0,1.0
ole-miss,2017.0,6.0
ole-miss,2017.0,6.0
ole-miss,2017.0,7.0
ole-miss,2016.0,1.0
ole-miss,2016.0,1.0
ole-miss,2016.0,1.0
ole-miss,2016.0,5.0
ole-miss,2016.0,6.0
ole-miss,2015.0,2.0
ole-miss,2014.0,3.0
ole-miss,2012.0,4.0
south-carolina,2021.0,1.0
south-carolina,2021.0,3.0
south-carolina,2021.0,6.0
south-carolina,2021.0,6.0
south-carolina,2020.0,1.0
south-carolina,2020.0,3.0
south-carolina,2020.0,4.0
south-carolina,2020.0,7.0
south-carolina,2019.0,2.0
south-carolina,2019.0,6.0
south-carolina,2019.0,6.0
south-carolina,2018.0,1.0
south-carolina,2016.0,4.0
south-carolina,2016.0,5.0
south-carolina,2016.0,6.0
south-carolina,2015.0,3.0
south-carolina,2015.0,4.0
south-carolina,2015.0,7.0
south-carolina,2014.0,1.0
south-carolina,2014.0,4.0
south-carolina,2013.0,2.0
south-carolina,2013.0,4.0
south-carolina,2013.0,4.0
south-carolina,2013.0,4.0
south-carolina,2013.0,6.0
south-carolina,2013.0,7.0
south-carolina,2013.0,7.0
south-carolina,2012.0,1.0
south-carolina,2012.0,1.0
south-carolina,2012.0,2.0
south-carolina,2012.0,5.0
south-carolina,2012.0,7.0
south-carolina,2012.0,7.0
tennessee,2021.0,3.0
tennessee,2021.0,6.0
tennessee,2020.0,2.0
tennessee,2020.0,7.0
tennessee,2018.0,3.0
tennessee,2018.0,6.0
tennessee,2018.0,6.0
tennessee,2017.0,1.0
tennessee,2017.0,3.0
tennessee,2017.0,3.0
tennessee,2017.0,4.0
tennessee,2017.0,4.0
tennessee,2017.0,4.0
tennessee,2014.0,1.0
tennessee,2014.0,6.0
tennessee,2014.0,6.0
tennessee,2013.0,1.0
tennessee,2013.0,2.0
tennessee,2013.0,3.0
tennessee,2013.0,6.0
tennessee,2012.0,5.0
texas-am,2021.0,3.0
texas-am,2021.0,4.0
texas-am,2021.0,4.0
texas-am,2021.0,4.0
texas-am,2020.0,3.0
texas-am,2020.0,6.0
texas-am,2019.0,2.0
texas-am,2019.0,3.0
texas-am,2019.0,5.0
texas-am,2019.0,5.0
texas-am,2019.0,6.0
texas-am,2019.0,6.0
texas-am,2019.0,7.0
texas-am,2018.0,2.0
texas-am,2018.0,4.0
texas-am,2018.0,6.0
texas-am,2017.0,1.0
texas-am,2017.0,2.0
texas-am,2017.0,3.0
texas-am,2017.0,4.0
texas-am,2017.0,5.0
texas-am,2016.0,1.0
texas-am,2016.0,3.0
texas-am,2016.0,6.0
texas-am,2015.0,1.0
texas-am,2015.0,5.0
texas-am,2014.0,1.0
texas-am,2014.0,1.0
texas-am,2014.0,1.0
texas-am,2013.0,1.0
texas-am,2013.0,2.0
texas-am,2013.0,3.0
texas-am,2013.0,4.0
texas-am,2013.0,6.0
texas-am,2012.0,1.0
texas-am,2012.0,5.0
texas-am,2012.0,6.0
texas-am,2012.0,7.0
vanderbilt,2021.0,2.0
vanderbilt,2020.0,3.0
vanderbilt,2019.0,2.0
vanderbilt,2019.0,6.0
vanderbilt,2018.0,3.0
vanderbilt,2017.0,2.0
vanderbilt,2017.0,5.0
vanderbilt,2016.0,7.0
vanderbilt,2014.0,2.0
vanderbilt,2014.0,5.0
vanderbilt,2014.0,7.0
vanderbilt,2013.0,5.0
vanderbilt,2013.0,7.0
vanderbilt,2012.0,2.0
vanderbilt,2012.0,7.0
cincinnati,2021.0,4.0
cincinnati,2021.0,5.0
cincinnati,2021.0,7.0
cincinnati,2021.0,7.0
cincinnati,2020.0,3.0
cincinnati,2019.0,7.0
cincinnati,2018.0,7.0
cincinnati,2017.0,6.0
cincinnati,2016.0,4.0
cincinnati,2016.0,4.0
cincinnati,2013.0,3.0
cincinnati,2012.0,2.0
cincinnati,2012.0,2.0
cincinnati,2012.0,3.0
cincinnati,2012.0,4.0
east-carolina,2021.0,4.0
east-carolina,2017.0,2.0
east-carolina,2015.0,4.0
houston,2021.0,1.0
houston,2021.0,6.0
houston,2021.0,7.0
houston,2020.0,3.0
houston,2019.0,1.0
houston,2019.0,4.0
houston,2019.0,6.0
houston,2018.0,7.0
houston,2017.0,2.0
houston,2017.0,4.0
houston,2017.0,6.0
houston,2016.0,1.0
houston,2016.0,6.0
houston,2016.0,7.0
houston,2013.0,1.0
memphis,2021.0,5.0
memphis,2020.0,3.0
memphis,2020.0,7.0
memphis,2020.0,7.0
memphis,2019.0,3.0
memphis,2019.0,4.0
memphis,2018.0,2.0
memphis,2018.0,5.0
memphis,2017.0,5.0
memphis,2016.0,1.0
memphis,2015.0,5.0
memphis,2015.0,7.0
memphis,2014.0,7.0
memphis,2012.0,1.0
navy,2020.0,7.0
navy,2016.0,6.0
navy,2015.0,5.0
smu,2021.0,3.0
smu,2021.0,4.0
smu,2020.0,6.0
smu,2018.0,2.0
smu,2018.0,7.0
smu,2018.0,7.0
smu,2014.0,6.0
smu,2014.0,6.0
smu,2013.0,2.0
smu,2012.0,3.0
smu,2012.0,5.0
smu,2012.0,7.0
smu,2012.0,7.0
south-florida,2018.0,3.0
south-florida,2018.0,5.0
south-florida,2017.0,4.0
south-florida,2017.0,5.0
south-florida,2017.0,6.0
south-florida,2015.0,6.0
south-florida,2015.0,7.0
south-florida,2014.0,5.0
south-florida,2013.0,3.0
south-florida,2013.0,7.0
south-florida,2013.0,7.0
temple,2020.0,3.0
temple,2020.0,5.0
temple,2020.0,6.0
temple,2020.0,7.0
temple,2019.0,2.0
temple,2019.0,5.0
temple,2019.0,7.0
temple,2018.0,6.0
temple,2018.0,7.0
temple,2017.0,1.0
temple,2017.0,2.0
temple,2017.0,5.0
temple,2016.0,4.0
temple,2016.0,5.0
temple,2016.0,7.0
temple,2012.0,3.0
temple,2012.0,4.0
temple,2012.0,5.0
tulane,2021.0,4.0
tulane,2021.0,7.0
tulane,2020.0,5.0
tulane,2020.0,7.0
tulane,2019.0,7.0
tulane,2018.0,6.0
tulane,2018.0,6.0
tulane,2017.0,6.0
tulane,2015.0,5.0
tulane,2015.0,7.0
tulane,2014.0,5.0
tulsa,2021.0,1.0
tulsa,2020.0,4.0
tulsa,2020.0,5.0
central-florida,2021.0,2.0
central-florida,2021.0,3.0
central-florida,2021.0,4.0
central-florida,2021.0,6.0
central-florida,2021.0,7.0
central-florida,2020.0,4.0
central-florida,2019.0,2.0
central-florida,2018.0,1.0
central-florida,2018.0,3.0
central-florida,2018.0,3.0
central-florida,2018.0,5.0
central-florida,2017.0,3.0
central-florida,2015.0,1.0
central-florida,2015.0,4.0
central-florida,2014.0,1.0
central-florida,2014.0,7.0
central-florida,2013.0,6.0
central-florida,2013.0,7.0
central-florida,2012.0,3.0
charlotte,2020.0,3.0
charlotte,2020.0,4.0
charlotte,2019.0,3.0
charlotte,2017.0,3.0
florida-international,2020.0,4.0
florida-international,2020.0,7.0
florida-international,2018.0,7.0
florida-international,2017.0,3.0
florida-atlantic,2020.0,4.0
florida-atlantic,2019.0,3.0
florida-atlantic,2019.0,7.0
florida-atlantic,2017.0,3.0
florida-atlantic,2015.0,3.0
florida-atlantic,2014.0,5.0
florida-atlantic,2014.0,7.0
florida-atlantic,2012.0,6.0
louisiana-tech,2021.0,3.0
louisiana-tech,2020.0,4.0
louisiana-tech,2020.0,4.0
louisiana-tech,2019.0,3.0
louisiana-tech,2018.0,6.0
louisiana-tech,2017.0,3.0
louisiana-tech,2017.0,5.0
louisiana-tech,2017.0,6.0
louisiana-tech,2016.0,1.0
louisiana-tech,2016.0,4.0
louisiana-tech,2016.0,6.0
louisiana-tech,2014.0,4.0
louisiana-tech,2014.0,6.0
louisiana-tech,2013.0,4.0
louisiana-tech,2013.0,5.0
marshall,2021.0,4.0
marshall,2020.0,5.0
marshall,2020.0,7.0
marshall,2015.0,7.0
marshall,2014.0,6.0
marshall,2013.0,2.0
marshall,2012.0,2.0
middle-tennessee-state,2018.0,7.0
middle-tennessee-state,2016.0,3.0
middle-tennessee-state,2014.0,5.0
north-texas,2021.0,4.0
old-dominion,2019.0,3.0
old-dominion,2019.0,6.0
rice,2015.0,6.0
rice,2014.0,3.0
rice,2013.0,2.0
rice,2013.0,5.0
rice,2012.0,7.0
southern-mississippi,2020.0,6.0
southern-mississippi,2018.0,3.0
southern-mississippi,2018.0,4.0
southern-mississippi,2018.0,6.0
southern-mississippi,2016.0,6.0
southern-mississippi,2016.0,7.0
southern-mississippi,2015.0,6.0
southern-mississippi,2014.0,3.0
southern-mississippi,2013.0,2.0
